method_code,label
"@Override
public String getContentType() {
    return ""text/xml"";
}",1
"private static CommitHook newCommitHook(final String name, final PropertyState state) throws CommitFailedException {
    return new CommitHook() {

        @Override
        @Nonnull
        public NodeState processCommit(NodeState before, NodeState after, CommitInfo info) throws CommitFailedException {
                        PropertyState stateAfterRebase = before.getChildNode(ASYNC).getProperty(name);
            if (Objects.equal(state, stateAfterRebase)) {
                return postAsyncRunNodeStatus(after.builder(), name).getNodeState();
            } else {
                throw CONCURRENT_UPDATE;
            }
        }
    };
}",0
"@Override
public double getCost(Filter filter, NodeState root) {
        if (filter.getFullTextConstraint() != null) {
                return Double.POSITIVE_INFINITY;
    }
    if (!hasNodeTypeRestriction(filter)) {
                return Double.POSITIVE_INFINITY;
    }
    NodeTypeIndexLookup lookup = new NodeTypeIndexLookup(root);
    if (lookup.isIndexed(filter.getPath())) {
        return lookup.getCost(filter);
    } else {
        return Double.POSITIVE_INFINITY;
    }
}",1
"public double[][] getCovariances(EstimationProblem problem) throws EstimationException {
        updateJacobian();
        final int rows = problem.getMeasurements().length;
    final int cols = problem.getAllParameters().length;
    final int max = cols * rows;
    double[][] jTj = new double[cols][cols];
    for (int i = 0; i < cols; ++i) {
        for (int j = i; j < cols; ++j) {
            double sum = 0;
            for (int k = 0; k < max; k += cols) {
                sum += jacobian[k + i] * jacobian[k + j];
            }
            jTj[i][j] = sum;
            jTj[j][i] = sum;
        }
    }
    try {
                return new RealMatrixImpl(jTj).inverse().getData();
    } catch (InvalidMatrixException ime) {
        throw new EstimationException(""unable to compute covariances: singular problem"", new Object[0]);
    }
}",0
"public String getInetAdress() {
    return this.inetAddress.toString();
}",1
"@Override
public double evaluate(final double[] values, final int begin, final int length) {
    double sum = Double.NaN;
    if (test(values, begin, length)) {
        sum = 0.0;
        for (int i = begin; i < begin + length; i++) {
            sum += values[i];
        }
    }
    return sum;
}",1
"public RealMatrix outerProduct(RealVector v) {
    RealMatrix product;
    if (v instanceof SparseRealVector || this instanceof SparseRealVector) {
        product = new OpenMapRealMatrix(this.getDimension(), v.getDimension());
    } else {
        product = new Array2DRowRealMatrix(this.getDimension(), v.getDimension());
    }
    Iterator<Entry> thisIt = sparseIterator();
    while (thisIt.hasNext()) {
        final Entry thisE = thisIt.next();
        Iterator<Entry> otherIt = v.sparseIterator();
        while (otherIt.hasNext()) {
            final Entry otherE = otherIt.next();
            product.setEntry(thisE.getIndex(), otherE.getIndex(), thisE.getValue() * otherE.getValue());
        }
    }
    return product;
}",1
"public static final short parseField(byte[] bytes, int startPos, int length, char delimiter) {
    if (length <= 0) {
        throw new NumberFormatException(""Invalid input: Empty string"");
    }
    long val = 0;
    boolean neg = false;
    if (bytes[startPos] == '-') {
        neg = true;
        startPos++;
        length--;
        if (length == 0 || bytes[startPos] == delimiter) {
            throw new NumberFormatException(""Orphaned minus sign."");
        }
    }
    for (; length > 0; startPos++, length--) {
        if (bytes[startPos] == delimiter) {
            return (short) (neg ? -val : val);
        }
        if (bytes[startPos] < 48 || bytes[startPos] > 57) {
            throw new NumberFormatException(""Invalid character."");
        }
        val *= 10;
        val += bytes[startPos] - 48;
        if (val > OVERFLOW_BOUND && (!neg || val > UNDERFLOW_BOUND)) {
            throw new NumberFormatException(""Value overflow/underflow"");
        }
    }
    return (short) (neg ? -val : val);
}",0
"@Override
protected final void onEvent(final AjaxRequestTarget target) {
    final FormComponent<?> formComponent = getFormComponent();
    if (""blur"".equals(getEvent().toLowerCase()) && disableFocusOnBlur()) {
        target.focusComponent(null);
    }
    try {
        formComponent.inputChanged();
        formComponent.validate();
        if (formComponent.hasErrorMessage()) {
            formComponent.invalid();
            onError(target, null);
        } else {
            formComponent.valid();
            if (getUpdateModel()) {
                formComponent.updateModel();
            }
            onUpdate(target);
        }
    } catch (RuntimeException e) {
        onError(target, e);
    }
}",1
"public void addAllFields(int startKeyId, List<FlatFieldDescriptor> keyFields) {
    for (int i = 0; i < this.getArity(); i++) {
        TypeInformation<?> type = this.types[i];
        if (type instanceof AtomicType) {
            keyFields.add(new FlatFieldDescriptor(startKeyId, type));
        } else if (type instanceof TupleTypeInfoBase<?>) {
            TupleTypeInfoBase<?> ttb = (TupleTypeInfoBase<?>) type;
            ttb.addAllFields(startKeyId, keyFields);
        }
        startKeyId += type.getTotalFields();
    }
}",0
"public double dotProduct(RealVector v) {
    checkVectorDimensions(v);
    double d = 0;
    Iterator<Entry> it = sparseIterator();
    while (it.hasNext()) {
        final Entry e = it.next();
        d += e.getValue() * v.getEntry(e.getIndex());
    }
    return d;
}",1
"@Override
protected void onComponentTag(final ComponentTag tag) {
        super.onComponentTag(tag);
        checkComponentTag(tag, ""input"");
    checkComponentTagAttribute(tag, ""type"", ""checkbox"");
    CheckGroup<?> group = this.group;
    if (group == null) {
        group = findParent(CheckGroup.class);
        if (group == null) {
            throw new WicketRuntimeException(""Check component ["" + getPath() + ""] cannot find its parent CheckGroup"");
        }
    }
    final String uuid = getValue();
        tag.put(""name"", group.getInputName());
    tag.put(""value"", uuid);
            Collection<?> collection = (Collection<?>) group.getDefaultModelObject();
        if (collection == null) {
        throw new WicketRuntimeException(""CheckGroup ["" + group.getPath() + ""] contains a null model object, must be an object of type java.util.Collection"");
    }
    if (group.hasRawInput()) {
        final String[] input = group.getInputAsArray();
        if (input != null) {
            for (int i = 0; i < input.length; i++) {
                if (uuid.equals(input[i])) {
                    tag.put(""checked"", ""checked"");
                }
            }
        }
    } else if (collection.contains(getDefaultModelObject())) {
        tag.put(""checked"", ""checked"");
    }
    if (group.wantOnSelectionChangedNotifications()) {
                CharSequence url = group.urlFor(IOnChangeListener.INTERFACE);
        Form<?> form = group.findParent(Form.class);
        if (form != null) {
            RequestContext rc = RequestContext.get();
            if (rc.isPortletRequest()) {
                                                url = ((PortletRequestContext) rc).getLastEncodedPath();
            }
            tag.put(""onclick"", form.getJsForInterfaceUrl(url));
        } else {
                                                                        tag.put(""onclick"", ""window.location.href='"" + url + (url.toString().indexOf('?') > -1 ? ""&amp;"" : ""?"") + group.getInputName() + ""=' + this.value;"");
        }
    }
    if (!isActionAuthorized(ENABLE) || !isEnabled() || !group.isEnabled()) {
        tag.put(ATTR_DISABLED, ATTR_DISABLED);
    }
}",1
"public static boolean match(PropertyValue p1, PropertyValue p2) {
    if (p1.getType().tag() != p2.getType().tag()) {
        return false;
    }
    switch(p1.getType().tag()) {
        case PropertyType.BINARY:
            if (p1.isArray() && !p2.isArray()) {
                return contains(p1.getValue(Type.BINARIES), p2.getValue(Type.BINARY));
            }
            if (!p1.isArray() && p2.isArray()) {
                return contains(p2.getValue(Type.BINARIES), p2.getValue(Type.BINARY));
            }
            break;
        default:
            if (p1.isArray() && !p2.isArray()) {
                return contains(p1.getValue(Type.STRINGS), p2.getValue(Type.STRING));
            }
            if (!p1.isArray() && p2.isArray()) {
                return contains(p2.getValue(Type.STRINGS), p1.getValue(Type.STRING));
            }
    }
        return p1.compareTo(p2) == 0;
}",1
"public double getL1Norm() {
    double res = 0;
    Iterator iter = entries.iterator();
    while (iter.hasNext()) {
        iter.advance();
        res += Math.abs(iter.value());
    }
    return res;
}",1
"void backgroundRead() {
    nodeStore.backgroundRead(true);
}",1
"@Override
public void setLocalityGroups(String tableName, Map<String, Set<Text>> groups) throws AccumuloException, AccumuloSecurityException, TableNotFoundException {
}",1
"public double correlation(final double[] xArray, final double[] yArray) {
    if (xArray.length != yArray.length) {
        throw new DimensionMismatchException(xArray.length, yArray.length);
    } else if (xArray.length < 2) {
        throw new MathIllegalArgumentException(LocalizedFormats.INSUFFICIENT_DIMENSION, xArray.length, 2);
    } else {
        return new PearsonsCorrelation().correlation(rankingAlgorithm.rank(xArray), rankingAlgorithm.rank(yArray));
    }
}",1
"@Override
public String getFormat() {
    return obj.toString();
}",1
"private void checkParameters() {
    final double[] init = getStartPoint();
    final double[] lB = getLowerBound();
    final double[] uB = getUpperBound();
        boolean hasFiniteBounds = false;
    for (int i = 0; i < lB.length; i++) {
        if (!Double.isInfinite(lB[i]) || !Double.isInfinite(uB[i])) {
            hasFiniteBounds = true;
            break;
        }
    }
        boolean hasInfiniteBounds = false;
    if (hasFiniteBounds) {
        for (int i = 0; i < lB.length; i++) {
            if (Double.isInfinite(lB[i]) || Double.isInfinite(uB[i])) {
                hasInfiniteBounds = true;
                break;
            }
        }
        if (hasInfiniteBounds) {
                        throw new MathUnsupportedOperationException();
        } else {
                        boundaries = new double[2][];
            boundaries[0] = lB;
            boundaries[1] = uB;
                        for (int i = 0; i < lB.length; i++) {
                if (Double.isInfinite(boundaries[1][i] - boundaries[0][i])) {
                    final double max = Double.MAX_VALUE + boundaries[0][i];
                    final NumberIsTooLargeException e = new NumberIsTooLargeException(boundaries[1][i], max, true);
                    e.getContext().addMessage(LocalizedFormats.OVERFLOW);
                    e.getContext().addMessage(LocalizedFormats.INDEX, i);
                    throw e;
                }
            }
        }
    } else {
                boundaries = null;
    }
    if (inputSigma != null) {
        if (inputSigma.length != init.length) {
            throw new DimensionMismatchException(inputSigma.length, init.length);
        }
        for (int i = 0; i < init.length; i++) {
            if (inputSigma[i] < 0) {
                throw new NotPositiveException(inputSigma[i]);
            }
            if (boundaries != null) {
                if (inputSigma[i] > boundaries[1][i] - boundaries[0][i]) {
                    throw new OutOfRangeException(inputSigma[i], 0, boundaries[1][i] - boundaries[0][i]);
                }
            }
        }
    }
}",1
"@Override
public Aggregate getAggregate(NodeState matchedNodeState) {
    return aggMapper.getAggregate(ConfigUtil.getPrimaryTypeName(matchedNodeState));
}",3
"public void process(Exchange exchange) throws Exception {
        Exchange resultExchange = exchange.copy();
        resultExchange.setPattern(ExchangePattern.InOut);
            resultExchange.getIn().removeHeader(Exchange.BEAN_METHOD_NAME);
        String ognlPath = """";
        Object beanToCall = beanHolder.getBean();
        if (beanToCall == null) {
        throw new IllegalArgumentException(""Bean instance is null. OGNL bean expressions requires bean instances."");
    }
            List<String> methods = OgnlHelper.splitOgnl(ognl);
    for (String methodName : methods) {
        BeanHolder holder = new ConstantBeanHolder(beanToCall, exchange.getContext());
                boolean nullSafe = OgnlHelper.isNullSafeOperator(methodName);
                ognlPath += methodName;
                methodName = OgnlHelper.removeLeadingOperators(methodName);
                String key = null;
        KeyValueHolder<String, String> index = OgnlHelper.isOgnlIndex(methodName);
        if (index != null) {
            methodName = index.getKey();
            key = index.getValue();
        }
                if (methodName != null) {
            InvokeProcessor invoke = new InvokeProcessor(holder, methodName);
            invoke.process(resultExchange);
                        if (resultExchange.getException() != null) {
                throw new RuntimeBeanExpressionException(exchange, beanName, methodName, resultExchange.getException());
            }
            result = invoke.getResult();
        }
                if (key != null) {
            result = lookupResult(resultExchange, key, result, nullSafe, ognlPath, holder.getBean());
        }
                if (result == null && nullSafe) {
            return;
        }
                beanToCall = result;
    }
}",3
"public synchronized BlockingQueue<Exchange> createQueue(String uri, Map<String, Object> parameters) {
    String key = getQueueKey(uri);
    QueueReference ref = getQueues().get(key);
    if (ref != null) {
                ref.addReference();
        return ref.getQueue();
    }
        BlockingQueue<Exchange> queue;
    Integer size = getAndRemoveParameter(parameters, ""size"", Integer.class);
    if (size != null && size > 0) {
        queue = new LinkedBlockingQueue<Exchange>(size);
    } else {
        if (getQueueSize() > 0) {
            queue = new LinkedBlockingQueue<Exchange>(getQueueSize());
        } else {
            queue = new LinkedBlockingQueue<Exchange>();
        }
    }
        ref = new QueueReference(queue);
    ref.addReference();
    getQueues().put(key, ref);
    return queue;
}",1
"@Override
public Processor createProcessor(RouteContext routeContext) throws Exception {
    Processor childProcessor = this.createChildProcessor(routeContext, true);
    aggregationStrategy = createAggregationStrategy(routeContext);
    boolean isParallelProcessing = getParallelProcessing() != null && getParallelProcessing();
    boolean isStreaming = getStreaming() != null && getStreaming();
    boolean isShareUnitOfWork = getShareUnitOfWork() != null && getShareUnitOfWork();
    boolean isParallelAggregate = getParallelAggregate() != null && getParallelAggregate();
    boolean shutdownThreadPool = ProcessorDefinitionHelper.willCreateNewThreadPool(routeContext, this, isParallelProcessing);
    ExecutorService threadPool = ProcessorDefinitionHelper.getConfiguredExecutorService(routeContext, ""Split"", this, isParallelProcessing);
    long timeout = getTimeout() != null ? getTimeout() : 0;
    if (timeout > 0 && !isParallelProcessing) {
        throw new IllegalArgumentException(""Timeout is used but ParallelProcessing has not been enabled."");
    }
    if (onPrepareRef != null) {
        onPrepare = CamelContextHelper.mandatoryLookup(routeContext.getCamelContext(), onPrepareRef, Processor.class);
    }
    Expression exp = getExpression().createExpression(routeContext);
    Splitter answer = new Splitter(routeContext.getCamelContext(), exp, childProcessor, aggregationStrategy, isParallelProcessing, threadPool, shutdownThreadPool, isStreaming, isStopOnException(), timeout, onPrepare, isShareUnitOfWork, isParallelAggregate);
    return answer;
}",1
"@Converter
public XMLEventReader createXMLEventReader(InputStream in, Exchange exchange) throws XMLStreamException {
    XMLInputFactory factory = getInputFactory();
    try {
        return factory.createXMLEventReader(IOHelper.buffered(in), IOHelper.getCharsetName(exchange));
    } finally {
        returnXMLInputFactory(factory);
    }
}",1
"Iterable<Revision> getAllChanges() {
    final SortedSet<Revision> stack = Sets.newTreeSet(REVERSE);
        stack.addAll(getLocalCommitRoot().keySet());
    stack.addAll(getLocalRevisions().keySet());
    if (getPreviousRanges().isEmpty()) {
        return stack;
    }
    return new Iterable<Revision>() {

        @Override
        public Iterator<Revision> iterator() {
            final Iterator<NodeDocument> previousDocs = getPreviousDocLeaves();
            return new AbstractIterator<Revision>() {

                private NodeDocument nextDoc;

                private Revision nextRevision;

                @Override
                protected Revision computeNext() {
                    if (stack.isEmpty()) {
                        return endOfData();
                    }
                    Revision next = stack.first();
                    stack.remove(next);
                    fillStackIfNeeded();
                    return next;
                }

                private void fillStackIfNeeded() {
                    for (; ; ) {
                        fetchNextDoc();
                                                if (nextDoc == null) {
                            return;
                        }
                                                if (!stack.isEmpty()) {
                            Revision top = stack.first();
                            if (top.compareRevisionTimeThenClusterId(nextRevision) > 0) {
                                return;
                            }
                        }
                                                                        Iterables.addAll(stack, nextDoc.getAllChanges());
                        nextDoc = null;
                        nextRevision = null;
                    }
                }

                /**
                 * Fetch the next document if {@code nextDoc} is
                 * {@code null} and there are more documents.
                 */
                private void fetchNextDoc() {
                    for (; ; ) {
                        if (nextDoc != null) {
                            break;
                        }
                        if (!previousDocs.hasNext()) {
                                                        break;
                        }
                        nextDoc = previousDocs.next();
                        Iterator<Revision> changes = nextDoc.getAllChanges().iterator();
                        if (changes.hasNext()) {
                            nextRevision = changes.next();
                            break;
                        } else {
                                                        nextDoc = null;
                        }
                    }
                }
            };
        }
    };
}",1
"@Override
public IMarkupFragment getMarkup(final MarkupContainer container, final Component child) {
            IMarkupFragment markup = container.getMarkup();
    if (markup == null) {
        return null;
    }
    if (child == null) {
        return markup;
    }
        markup = markup.find(child.getId());
    if (markup != null) {
        return markup;
    }
    markup = searchMarkupInTransparentResolvers(container, child);
    return markup;
}",1
"public static boolean isNumber(String str) {
    if (StringUtils.isEmpty(str)) {
        return false;
    }
    char[] chars = str.toCharArray();
    int sz = chars.length;
    boolean hasExp = false;
    boolean hasDecPoint = false;
    boolean allowSigns = false;
    boolean foundDigit = false;
        int start = (chars[0] == '-') ? 1 : 0;
    if (sz > start + 1) {
        if (chars[start] == '0' && chars[start + 1] == 'x') {
            int i = start + 2;
            if (i == sz) {
                                return false;
            }
                        for (; i < chars.length; i++) {
                if ((chars[i] < '0' || chars[i] > '9') && (chars[i] < 'a' || chars[i] > 'f') && (chars[i] < 'A' || chars[i] > 'F')) {
                    return false;
                }
            }
            return true;
        }
    }
        sz--;
        int i = start;
        while (i < sz || (i < sz + 1 && allowSigns && !foundDigit)) {
        if (chars[i] >= '0' && chars[i] <= '9') {
            foundDigit = true;
            allowSigns = false;
        } else if (chars[i] == '.') {
            if (hasDecPoint || hasExp) {
                                return false;
            }
            hasDecPoint = true;
        } else if (chars[i] == 'e' || chars[i] == 'E') {
                        if (hasExp) {
                                return false;
            }
            if (!foundDigit) {
                return false;
            }
            hasExp = true;
            allowSigns = true;
        } else if (chars[i] == '+' || chars[i] == '-') {
            if (!allowSigns) {
                return false;
            }
            allowSigns = false;
                        foundDigit = false;
        } else {
            return false;
        }
        i++;
    }
    if (i < chars.length) {
        if (chars[i] >= '0' && chars[i] <= '9') {
                        return true;
        }
        if (chars[i] == 'e' || chars[i] == 'E') {
                        return false;
        }
        if (chars[i] == '.') {
            if (hasDecPoint || hasExp) {
                                return false;
            }
                        return foundDigit;
        }
        if (!allowSigns && (chars[i] == 'd' || chars[i] == 'D' || chars[i] == 'f' || chars[i] == 'F')) {
            return foundDigit;
        }
        if (chars[i] == 'l' || chars[i] == 'L') {
                        return foundDigit && !hasExp;
        }
                return false;
    }
        return !allowSigns && foundDigit;
}",1
"public static final long parseField(byte[] bytes, int startPos, int length, char delimiter) {
    if (length <= 0) {
        throw new NumberFormatException(""Invalid input: Empty string"");
    }
    long val = 0;
    boolean neg = false;
    if (bytes[startPos] == '-') {
        neg = true;
        startPos++;
        length--;
        if (length == 0 || bytes[startPos] == delimiter) {
            throw new NumberFormatException(""Orphaned minus sign."");
        }
    }
    for (; length > 0; startPos++, length--) {
        if (bytes[startPos] == delimiter) {
            return neg ? -val : val;
        }
        if (bytes[startPos] < 48 || bytes[startPos] > 57) {
            throw new NumberFormatException(""Invalid character."");
        }
        val *= 10;
        val += bytes[startPos] - 48;
                if (val < 0) {
                        if (neg && val == Long.MIN_VALUE) {
                if (length == 1 || bytes[startPos + 1] == delimiter) {
                    return Long.MIN_VALUE;
                } else {
                    throw new NumberFormatException(""value overflow"");
                }
            } else {
                throw new NumberFormatException(""value overflow"");
            }
        }
    }
    return neg ? -val : val;
}",0
"@Override
protected PointValuePair doOptimize() {
        isMinimize = getGoalType().equals(GoalType.MINIMIZE);
    final FitnessFunction fitfun = new FitnessFunction();
    final double[] guess = getStartPoint();
        dimension = guess.length;
    initializeCMA(guess);
    iterations = 0;
    double bestValue = fitfun.value(guess);
    push(fitnessHistory, bestValue);
    PointValuePair optimum = new PointValuePair(getStartPoint(), isMinimize ? bestValue : -bestValue);
    PointValuePair lastResult = null;
    generationLoop: for (iterations = 1; iterations <= maxIterations; iterations++) {
                final RealMatrix arz = randn1(dimension, lambda);
        final RealMatrix arx = zeros(dimension, lambda);
        final double[] fitness = new double[lambda];
                for (int k = 0; k < lambda; k++) {
            RealMatrix arxk = null;
            for (int i = 0; i < checkFeasableCount + 1; i++) {
                if (diagonalOnly <= 0) {
                    arxk = xmean.add(BD.multiply(arz.getColumnMatrix(k)).scalarMultiply(                    sigma));
                } else {
                    arxk = xmean.add(times(diagD, arz.getColumnMatrix(k)).scalarMultiply(sigma));
                }
                if (i >= checkFeasableCount || fitfun.isFeasible(arxk.getColumn(0))) {
                    break;
                }
                                arz.setColumn(k, randn(dimension));
            }
            copyColumn(arxk, 0, arx, k);
            try {
                                fitness[k] = fitfun.value(arx.getColumn(k));
            } catch (TooManyEvaluationsException e) {
                break generationLoop;
            }
        }
                final int[] arindex = sortedIndices(fitness);
                        final RealMatrix xold = xmean;
        final RealMatrix bestArx = selectColumns(arx, MathArrays.copyOf(arindex, mu));
        xmean = bestArx.multiply(weights);
        final RealMatrix bestArz = selectColumns(arz, MathArrays.copyOf(arindex, mu));
        final RealMatrix zmean = bestArz.multiply(weights);
        final boolean hsig = updateEvolutionPaths(zmean, xold);
        if (diagonalOnly <= 0) {
            updateCovariance(hsig, bestArx, arz, arindex, xold);
        } else {
            updateCovarianceDiagonalOnly(hsig, bestArz);
        }
                sigma *= Math.exp(Math.min(1, (normps / chiN - 1) * cs / damps));
        final double bestFitness = fitness[arindex[0]];
        final double worstFitness = fitness[arindex[arindex.length - 1]];
        if (bestValue > bestFitness) {
            bestValue = bestFitness;
            lastResult = optimum;
            optimum = new PointValuePair(fitfun.repair(bestArx.getColumn(0)), isMinimize ? bestFitness : -bestFitness);
            if (getConvergenceChecker() != null && lastResult != null) {
                if (getConvergenceChecker().converged(iterations, optimum, lastResult)) {
                    break generationLoop;
                }
            }
        }
                if (stopFitness != 0) {
                        if (bestFitness < (isMinimize ? stopFitness : -stopFitness)) {
                break generationLoop;
            }
        }
        final double[] sqrtDiagC = sqrt(diagC).getColumn(0);
        final double[] pcCol = pc.getColumn(0);
        for (int i = 0; i < dimension; i++) {
            if (sigma * Math.max(Math.abs(pcCol[i]), sqrtDiagC[i]) > stopTolX) {
                break;
            }
            if (i >= dimension - 1) {
                break generationLoop;
            }
        }
        for (int i = 0; i < dimension; i++) {
            if (sigma * sqrtDiagC[i] > stopTolUpX) {
                break generationLoop;
            }
        }
        final double historyBest = min(fitnessHistory);
        final double historyWorst = max(fitnessHistory);
        if (iterations > 2 && Math.max(historyWorst, worstFitness) - Math.min(historyBest, bestFitness) < stopTolFun) {
            break generationLoop;
        }
        if (iterations > fitnessHistory.length && historyWorst - historyBest < stopTolHistFun) {
            break generationLoop;
        }
                if (max(diagD) / min(diagD) > 1e7) {
            break generationLoop;
        }
                if (getConvergenceChecker() != null) {
            final PointValuePair current = new PointValuePair(bestArx.getColumn(0), isMinimize ? bestFitness : -bestFitness);
            if (lastResult != null && getConvergenceChecker().converged(iterations, current, lastResult)) {
                break generationLoop;
            }
            lastResult = current;
        }
                if (bestValue == fitness[arindex[(int) (0.1 + lambda / 4.)]]) {
            sigma = sigma * Math.exp(0.2 + cs / damps);
        }
        if (iterations > 2 && Math.max(historyWorst, bestFitness) - Math.min(historyBest, bestFitness) == 0) {
            sigma = sigma * Math.exp(0.2 + cs / damps);
        }
                push(fitnessHistory, bestFitness);
        fitfun.setValueRange(worstFitness - bestFitness);
        if (generateStatistics) {
            statisticsSigmaHistory.add(sigma);
            statisticsFitnessHistory.add(bestFitness);
            statisticsMeanHistory.add(xmean.transpose());
            statisticsDHistory.add(diagD.transpose().scalarMultiply(1E5));
        }
    }
    return optimum;
}",1
"public final Time toOptionalTime() throws StringValueConversionException {
    return (text == null) ? null : toTime();
}",1
"public boolean equals(Object obj) {
    if (this == obj) {
        return true;
    }
    if (obj == null || getClass() != obj.getClass()) {
        return false;
    }
    ZipArchiveEntry other = (ZipArchiveEntry) obj;
    if (name == null) {
        if (other.name != null) {
            return false;
        }
    } else if (!name.equals(other.name)) {
        return false;
    }
    return true;
}",1
"protected double doOptimize() throws MaxIterationsExceededException, FunctionEvaluationException {
    throw new UnsupportedOperationException();
}",1
"@Override
public int getCompatibilityScore(Request request) {
        return 0;
}",1
"private static int greatestCommonDivisor(int u, int v) {
        if (Math.abs(u) <= 1 || Math.abs(v) <= 1) {
        return 1;
    }
        if (u > 0) {
        u = -u;
    }
        if (v > 0) {
        v = -v;
    }
        int k = 0;
    while ((u & 1) == 0 && (v & 1) == 0 && k < 31) {
                        u /= 2;
                v /= 2;
                k++;
    }
    if (k == 31) {
        throw new ArithmeticException(""overflow: gcd is 2^31"");
    }
            int t = ((u & 1) == 1) ? v : -(u / 2);
        do {
                while ((t & 1) == 0) {
                                    t /= 2;
        }
                if (t > 0) {
            u = -t;
        } else {
            v = t;
        }
                t = (v - u) / 2;
            } while (t != 0);
        return -u * (1 << k);
}",3
"@Override
public void delete(String tableName) throws AccumuloException, AccumuloSecurityException, TableNotFoundException {
    acu.tables.remove(tableName);
}",1
"private String copyWorkspaces(NodeBuilder builder, NodeState root, Map<String, String> uriToPrefix, Map<Integer, String> idxToPrefix) throws RepositoryException, IOException {
    logger.info(""Copying default workspace"");
        RepositoryConfig config = source.getRepositoryConfig();
    String name = config.getDefaultWorkspaceName();
    PersistenceManager pm = source.getWorkspaceInfo(name).getPersistenceManager();
    NodeState state = new JackrabbitNodeState(pm, root, uriToPrefix, ROOT_NODE_ID, ""/"", copyBinariesByReference);
    for (PropertyState property : state.getProperties()) {
        builder.setProperty(property);
    }
    for (ChildNodeEntry child : state.getChildNodeEntries()) {
        String childName = child.getName();
        if (!JCR_SYSTEM.equals(childName)) {
            builder.setChildNode(childName, child.getNodeState());
        }
    }
    return name;
}",1
"public Operation getReverse() {
    Operation reverse = null;
    switch(type) {
        case INCREMENT:
            reverse = new Operation();
            reverse.type = Type.INCREMENT;
            reverse.value = -(Long) value;
            break;
        case SET:
        case REMOVE_MAP_ENTRY:
        case CONTAINS_MAP_ENTRY:
                        break;
        case SET_MAP_ENTRY:
            reverse = new Operation();
            reverse.type = Type.REMOVE_MAP_ENTRY;
            break;
    }
    return reverse;
}",1
"public Directory wrapForWrite(IndexDefinition definition, Directory remote, boolean reindexMode) throws IOException {
    Directory local = createLocalDirForIndexWriter(definition);
    return new CopyOnWriteDirectory(remote, local, reindexMode, getIndexPathForLogging(definition));
}",1
"public static File fileFromURI(URI uri) {
    if (uri == null || (uri.getScheme() != null && (!PROTOCOL_FILE.equals(uri.getScheme()) && !JBOSS_FILE.equals(uri.getScheme())))) {
        return null;
    }
    if (uri.getScheme() == null) {
        try {
            uri = new File(uri.getPath()).toURI();
        } catch (final Exception ex) {
            LOGGER.warn(""Invalid URI "" + uri);
            return null;
        }
    }
    try {
        return new File(URLDecoder.decode(uri.toURL().getFile(), ""UTF8""));
    } catch (final MalformedURLException ex) {
        LOGGER.warn(""Invalid URL "" + uri, ex);
    } catch (final UnsupportedEncodingException uee) {
        LOGGER.warn(""Invalid encoding: UTF8"", uee);
    }
    return null;
}",3
"@Nonnull
public static PropertyState createProperty(String name, Iterable<Value> values) throws RepositoryException {
    Value first = Iterables.getFirst(values, null);
    if (first == null) {
        return EmptyPropertyState.emptyProperty(name, STRINGS);
    }
    int type = first.getType();
    switch(type) {
        case PropertyType.STRING:
            List<String> strings = Lists.newArrayList();
            for (Value value : values) {
                strings.add(value.getString());
            }
            return MultiStringPropertyState.stringProperty(name, strings);
        case PropertyType.BINARY:
            List<Blob> blobs = Lists.newArrayList();
            for (Value value : values) {
                blobs.add(new ValueBasedBlob(value));
            }
            return MultiBinaryPropertyState.binaryPropertyFromBlob(name, blobs);
        case PropertyType.LONG:
            List<Long> longs = Lists.newArrayList();
            for (Value value : values) {
                longs.add(value.getLong());
            }
            return MultiLongPropertyState.createLongProperty(name, longs);
        case PropertyType.DOUBLE:
            List<Double> doubles = Lists.newArrayList();
            for (Value value : values) {
                doubles.add(value.getDouble());
            }
            return MultiDoublePropertyState.doubleProperty(name, doubles);
        case PropertyType.DATE:
            List<Long> dates = Lists.newArrayList();
            for (Value value : values) {
                dates.add(value.getLong());
            }
            return MultiLongPropertyState.createDatePropertyFromLong(name, dates);
        case PropertyType.BOOLEAN:
            List<Boolean> booleans = Lists.newArrayList();
            for (Value value : values) {
                booleans.add(value.getBoolean());
            }
            return MultiBooleanPropertyState.booleanProperty(name, booleans);
        case PropertyType.DECIMAL:
            List<BigDecimal> decimals = Lists.newArrayList();
            for (Value value : values) {
                decimals.add(value.getDecimal());
            }
            return MultiDecimalPropertyState.decimalProperty(name, decimals);
        default:
            List<String> vals = Lists.newArrayList();
            for (Value value : values) {
                vals.add(value.getString());
            }
            return new MultiGenericPropertyState(name, vals, Type.fromTag(type, true));
    }
}",1
"protected RealMatrix computeCovarianceMatrix(double[][] data, boolean biasCorrected) throws MathIllegalArgumentException {
    return computeCovarianceMatrix(new BlockRealMatrix(data), biasCorrected);
}",1
"static Revision newRevision(int clusterId) {
    long timestamp = getCurrentTimestamp();
    int c;
    synchronized (Revision.class) {
        if (timestamp == lastRevisionTimestamp) {
            c = ++lastRevisionCount;
        } else {
            lastRevisionTimestamp = timestamp;
            lastRevisionCount = c = 0;
        }
    }
    return new Revision(timestamp, c, clusterId);
}",3
"public double getRMS() {
    double criterion = 0;
    for (int i = 0; i < rows; ++i) {
        final double residual = residuals[i];
        criterion += residual * residual * residualsWeights[i];
    }
    return Math.sqrt(criterion / rows);
}",1
